Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,order date (DateOrders)
2,2,145.0700073,371.9599915,Shipping on time,0,9,Cardio Equipment,Detroit,8/28/2016 3:31
4,2,42.45000076,347.9700012,Late delivery,1,9,Cardio Equipment,Oxnard,2/13/2016 14:50
5,2,73.26999664,319.9700012,Late delivery,1,9,Cardio Equipment,Oakland,9/20/2016 14:53
4,2,51.83000183,230.3600006,Late delivery,1,17,Cleats,Brooklyn,12/15/2015 11:25
6,2,79.37000275,226.7599945,Late delivery,1,17,Cleats,Arlington Heights,11-04-2015 06:24
5,2,73.80999756,218.3600006,Late delivery,1,17,Cleats,Salt Lake City,12-03-2015 17:44
6,2,-27.86000061,215.9600067,Late delivery,1,17,Cleats,Woodside,2/17/2016 19:23
2,2,23.86000061,211.1600037,Shipping on time,0,17,Cleats,Hanover,12-05-2016 15:07
4,2,94.73999786,201.5700073,Late delivery,1,17,Cleats,Jacksonville,2/24/2016 17:06
5,2,3.980000019,199.1699982,Late delivery,1,17,Cleats,Buffalo,1/14/2016 16:59
2,2,95.98000336,191.9700012,Shipping on time,0,17,Cleats,Antioch,3/20/2016 18:59
3,2,92,200,Late delivery,1,24,Women's Apparel,Memphis,11/18/2015 12:41
3,2,-60.65000153,158.3600006,Late delivery,1,29,Shop By Sport,Laredo,1/23/2016 21:00
2,2,41.77999878,198,Shipping on time,0,24,Women's Apparel,Cleveland,11/23/2015 2:41
3,2,52.0699997,198,Late delivery,1,24,Women's Apparel,Laredo,1/23/2016 21:00
3,2,-145.1300049,198,Late delivery,1,24,Women's Apparel,North Bergen,01-12-2016 11:44
5,2,14.85000038,198,Late delivery,1,24,Women's Apparel,Miami,01-12-2017 23:50
3,2,19.60000038,156.7599945,Late delivery,1,29,Shop By Sport,Seattle,2/18/2016 15:21
3,2,63.70000076,196,Late delivery,1,24,Women's Apparel,Laredo,1/23/2016 21:00
5,2,-5.630000114,194,Late delivery,1,24,Women's Apparel,Van Nuys,12/30/2015 10:52
2,2,-63.83000183,194,Shipping on time,0,24,Women's Apparel,Napa,10-12-2016 09:36
4,2,-406.9400024,153.5599976,Late delivery,1,29,Shop By Sport,Rancho Cucamonga,12/19/2015 3:00
4,2,23.03000069,153.5599976,Late delivery,1,29,Shop By Sport,Las Vegas,11/22/2015 15:08
4,2,5.699999809,190,Late delivery,1,24,Women's Apparel,Los Angeles,01-12-2016 06:49
3,2,71.41999817,151.9600067,Late delivery,1,29,Shop By Sport,Virginia Beach,10-12-2016 09:57
4,2,10.57999992,151.1600037,Late delivery,1,29,Shop By Sport,Columbia,01-10-2016 19:47
4,2,47.59999847,148.7599945,Late delivery,1,26,Girls' Apparel,Columbia,01-10-2016 19:47
5,2,13.94999981,186,Late delivery,1,24,Women's Apparel,Oakland,9/20/2016 14:53
6,2,76.44000244,182,Late delivery,1,24,Women's Apparel,Amarillo,11/30/2015 11:16
6,2,50.95999908,182,Late delivery,1,24,Women's Apparel,Livermore,1/14/2016 17:20
6,2,59.40000153,180,Late delivery,1,24,Women's Apparel,Colton,8/29/2016 15:58
4,2,2.819999933,140.7599945,Late delivery,1,29,Shop By Sport,Riverside,2/23/2016 4:19
5,2,64.01999664,139.1699982,Late delivery,1,29,Shop By Sport,Brooklyn,01-06-2016 21:33
5,2,62.90000153,170,Late delivery,1,24,Women's Apparel,Chicago,1/21/2016 22:24
3,2,48.18999863,132.7700043,Late delivery,1,29,Shop By Sport,Philadelphia,03-07-2016 07:16
5,2,-62.25,166,Late delivery,1,24,Women's Apparel,Escondido,11/29/2015 3:23
3,2,50.08000183,160,Late delivery,1,24,Women's Apparel,Decatur,02-09-2016 12:23
5,2,7.300000191,82.97000122,Late delivery,1,40,Accessories,Salt Lake City,12-03-2015 17:44
3,2,29.03000069,79.97000122,Late delivery,1,40,Accessories,Orlando,10-02-2016 16:58
6,2,52.25999832,237.5599976,Late delivery,1,17,Cleats,Elyria,4/14/2016 1:58
4,2,78.40000153,160,Late delivery,1,24,Women's Apparel,Brooklyn,08-12-2016 20:22
5,2,53.99000168,119.9700012,Late delivery,1,29,Shop By Sport,Brooklyn,4/27/2016 18:56
2,2,11.94999981,159.3300018,Shipping on time,0,37,Electronics,Norfolk,5/16/2016 20:50
4,2,137.9900055,299.9700012,Late delivery,1,9,Cardio Equipment,West Covina,06-11-2016 08:53
6,2,83.15000153,237.5599976,Late delivery,1,17,Cleats,San Diego,6/24/2016 12:54
2,2,111.6500015,237.5599976,Shipping on time,0,17,Cleats,San Antonio,6/13/2016 2:14
5,2,-52.36999893,232.7599945,Late delivery,1,17,Cleats,Las Cruces,04-05-2016 16:10
4,2,80.62999725,230.3600006,Late delivery,1,17,Cleats,Hialeah,05-11-2016 10:10
2,2,99.25,211.1600037,Shipping on time,0,17,Cleats,Chicago,5/22/2016 6:28
4,2,100.2099991,208.7700043,Late delivery,1,17,Cleats,Bronx,8/21/2016 4:04
4,2,75.18000031,159.9600067,Late delivery,1,29,Shop By Sport,Hyattsville,6/16/2016 9:45
2,2,17.0699997,194,Shipping on time,0,24,Women's Apparel,Englewood,4/27/2016 5:37
5,2,55.68000031,192,Late delivery,1,24,Women's Apparel,Houston,11/17/2016 6:44
3,2,-18.76000023,166,Late delivery,1,24,Women's Apparel,Fort Washington,08-07-2016 19:09
5,2,37.11000061,127.9700012,Late delivery,1,29,Shop By Sport,Pompano Beach,4/28/2016 8:57
5,2,47.5,98.95999908,Late delivery,1,40,Accessories,Brighton,08-09-2016 01:37
4,2,20.87000084,86.97000122,Late delivery,1,40,Accessories,Hialeah,05-11-2016 10:10
6,2,-127.4499969,84.97000122,Late delivery,1,40,Accessories,Bronx,4/29/2016 22:05
5,2,-274.8500061,374.9599915,Late delivery,1,9,Cardio Equipment,Escondido,10/29/2016 17:48
6,2,-443.6300049,260.9599915,Late delivery,1,17,Cleats,Los Angeles,11/28/2016 14:36
2,2,78.29000092,260.9599915,Shipping on time,0,17,Cleats,Garden Grove,9/18/2016 2:16
4,2,-153.5599976,236.25,Late delivery,1,24,Women's Apparel,New York,12-11-2016 15:28
4,2,-54.16999817,232.5,Late delivery,1,24,Women's Apparel,El Paso,11-05-2016 10:37
5,2,-453.4899902,167.9600067,Late delivery,1,29,Shop By Sport,Escondido,10/29/2016 17:48
2,2,84.37999725,187.5,Shipping on time,0,24,Women's Apparel,Sunnyvale,12/13/2016 21:04
3,2,-181.9299927,113.6999969,Late delivery,1,40,Accessories,Los Angeles,11-11-2016 06:24
2,2,85.16000366,218.3500061,Shipping on time,0,37,Electronics,Burnsville,10/16/2016 18:42
5,2,19.5699997,109.9599991,Late delivery,1,40,Accessories,Simi Valley,01-04-2017 16:08
3,2,140.6399994,484.9500122,Late delivery,1,9,Cardio Equipment,Waipahu,9/16/2016 22:36
4,2,85.48999786,474.9500122,Late delivery,1,9,Cardio Equipment,Zanesville,09-07-2015 05:04
3,2,131.4499969,419.9599915,Late delivery,1,9,Cardio Equipment,West Jordan,9/25/2016 6:17
3,2,-20.87000084,293.9500122,Late delivery,1,17,Cleats,San Jose,07-05-2017 02:13
2,2,8.640000343,287.9500122,Shipping on time,0,17,Cleats,Greenville,8/29/2016 5:48
5,2,138.2200012,287.9500122,Late delivery,1,17,Cleats,Pomona,08-09-2017 00:14
2,2,131.1100006,278.9500122,Shipping on time,0,17,Cleats,Detroit,7/27/2017 11:39
6,2,70.19000244,269.9599915,Late delivery,1,17,Cleats,Roseburg,8/14/2017 4:58
4,2,97.18000031,269.9599915,Late delivery,1,17,Cleats,Williamsport,09-06-2015 20:19
5,2,-9.920000076,260.9599915,Late delivery,1,17,Cleats,Oxnard,8/20/2015 18:46
5,2,31.87000084,254.9600067,Late delivery,1,17,Cleats,Elmhurst,11-11-2016 07:06
2,2,68.87000275,245.9600067,Shipping on time,0,17,Cleats,Wheeling,10-02-2015 06:58
2,2,118.0599976,245.9600067,Shipping on time,0,17,Cleats,Pekin,09-11-2017 11:14
5,2,67.5,250,Late delivery,1,24,Women's Apparel,Raleigh,8/17/2015 4:56
2,2,-375.8800049,242.5,Shipping on time,0,24,Women's Apparel,Norfolk,6/18/2015 14:28
5,2,48.5,242.5,Late delivery,1,24,Women's Apparel,San Diego,7/17/2017 3:57
5,2,-187.1999969,240,Late delivery,1,24,Women's Apparel,Chandler,7/20/2017 23:02
4,2,67.19999695,240,Late delivery,1,24,Women's Apparel,Los Angeles,8/23/2017 7:14
6,2,-16.86000061,237.5,Late delivery,1,24,Women's Apparel,Roseville,7/14/2015 17:14
2,2,-33.95999908,237.5,Shipping on time,0,24,Women's Apparel,Pekin,09-11-2017 11:14
3,2,61.40999985,188.9499969,Late delivery,1,29,Shop By Sport,Oceanside,8/21/2017 19:50
4,2,74.25,225,Late delivery,1,24,Women's Apparel,San Jose,9/18/2015 2:05
6,2,79.19999695,220,Late delivery,1,24,Women's Apparel,Aurora,07-08-2015 17:36
2,2,78.94000244,167.9600067,Shipping on time,0,29,Shop By Sport,Norfolk,6/18/2015 14:28
6,2,66.62999725,205,Late delivery,1,24,Women's Apparel,Tampa,06-11-2015 15:42
6,2,22.54999924,205,Late delivery,1,24,Women's Apparel,Philadelphia,07-01-2017 08:11
6,2,14.06000042,112.5,Late delivery,1,29,Shop By Sport,Chicago,8/18/2015 21:34
6,2,18.75,187.5,Late delivery,1,24,Women's Apparel,Bronx,8/24/2017 15:27
2,2,6.96999979,92.94999695,Shipping on time,0,36,Golf Balls,Gaithersburg,9/27/2015 7:51
4,2,122.9899979,409.9599915,Late delivery,1,9,Cardio Equipment,Douglasville,02-09-2017 20:38
4,2,85.16000366,251.9600067,Late delivery,1,17,Cleats,Harvey,3/22/2017 15:51
4,2,72.19999695,248.9600067,Late delivery,1,17,Cleats,Harvey,3/22/2017 15:51
5,2,62.84999847,185.9499969,Late delivery,1,29,Shop By Sport,Harvey,1/29/2017 4:43
5,2,72.59999847,220,Late delivery,1,24,Women's Apparel,Los Angeles,06-07-2017 23:16
2,2,28.90999985,489.9500122,Shipping on time,0,9,Cardio Equipment,Brooklyn,2/25/2017 10:48
6,2,227.8300018,464.9500122,Late delivery,1,9,Cardio Equipment,Chicago,5/20/2015 9:26
4,2,-22.75,454.9500122,Late delivery,1,9,Cardio Equipment,Greenville,5/18/2017 22:57
5,2,73.48999786,202.4600067,Late delivery,1,13,Electronics,Pompano Beach,2/18/2015 19:12
5,2,123.1900024,439.9599915,Late delivery,1,9,Cardio Equipment,Pittsfield,03-11-2017 05:11
3,2,213.1300049,434.9599915,Late delivery,1,9,Cardio Equipment,El Centro,3/24/2017 9:32
6,2,66.94999695,230.8699951,Late delivery,1,12,Boxing & MMA,Williamsport,05-08-2015 18:54
4,2,187.4799957,374.9599915,Late delivery,1,9,Cardio Equipment,Roswell,2/26/2017 17:17
6,2,30,299.9500122,Late delivery,1,17,Cleats,Sugar Land,04-12-2017 10:02
3,2,144.0399933,293.9500122,Late delivery,1,17,Cleats,Fayetteville,5/19/2015 18:22
5,2,-237.3699951,284.9500122,Late delivery,1,17,Cleats,Bronx,5/22/2015 4:52
4,2,-218.5599976,284.9500122,Late delivery,1,17,Cleats,Irving,1/16/2015 22:34
4,2,-189.0599976,283.4500122,Late delivery,1,17,Cleats,Westland,1/23/2015 15:44
5,2,99.08000183,272.9500122,Late delivery,1,17,Cleats,Tallahassee,02-08-2017 23:58
4,2,136.4799957,272.9500122,Late delivery,1,17,Cleats,Apex,1/23/2015 8:43
2,2,31.87000084,254.9600067,Shipping on time,0,17,Cleats,Wyoming,2/13/2017 9:46
4,2,82.86000061,254.9600067,Late delivery,1,17,Cleats,Apex,06-05-2017 14:52
2,2,127.4800034,254.9600067,Shipping on time,0,17,Cleats,Brooklyn,2/25/2017 10:48
2,2,112.0299988,248.9600067,Shipping on time,0,17,Cleats,West Covina,2/18/2015 16:23
5,2,-204.8800049,245.9600067,Late delivery,1,17,Cleats,Sun Valley,3/30/2015 6:53
5,2,-6,239.9600067,Late delivery,1,17,Cleats,Bakersfield,1/14/2015 23:37
6,2,-607.4000244,224.9600067,Late delivery,1,17,Cleats,Aurora,1/21/2017 23:38
3,2,91.05999756,197.9499969,Late delivery,1,29,Shop By Sport,Los Angeles,05-12-2017 19:27
6,2,50.43000031,193.9499969,Late delivery,1,26,Girls' Apparel,Philadelphia,03-12-2017 14:49
5,2,-412.25,242.5,Late delivery,1,24,Women's Apparel,Bakersfield,1/14/2015 23:37
2,2,-388,242.5,Shipping on time,0,24,Women's Apparel,Albuquerque,2/25/2017 7:18
4,2,65.26000214,191.9499969,Late delivery,1,29,Shop By Sport,Cary,1/30/2017 4:53
3,2,94.98000336,189.9499969,Late delivery,1,29,Shop By Sport,Elyria,02-06-2015 22:43
2,2,79.62999725,227.5,Shipping on time,0,24,Women's Apparel,Los Angeles,02-01-2015 19:45
3,2,105.75,225,Late delivery,1,24,Women's Apparel,Aurora,3/26/2015 0:34
2,2,81,225,Shipping on time,0,24,Women's Apparel,La Mirada,2/19/2015 20:25
5,2,76.05000305,225,Late delivery,1,24,Women's Apparel,Pompano Beach,4/13/2015 22:58
5,2,58.49000168,179.9600067,Late delivery,1,29,Shop By Sport,Dearborn,4/22/2017 21:56
2,2,-12.60000038,167.9600067,Shipping on time,0,29,Shop By Sport,Las Cruces,02-03-2017 09:47
5,2,74.98000336,149.9600067,Late delivery,1,26,Girls' Apparel,Philadelphia,4/29/2015 12:05
4,2,61.88000107,187.5,Late delivery,1,24,Women's Apparel,Cleveland,4/25/2017 23:10
4,2,33.22999954,94.94999695,Late delivery,1,36,Golf Balls,Cleveland,4/25/2015 0:53
5,2,13.68000031,151.9499969,Late delivery,1,37,Electronics,Folsom,02-03-2017 02:05
6,2,30.68000031,102.25,Late delivery,1,41,Trade-In,Williamsport,05-08-2015 18:54
4,2,60.47000122,215.9600067,Late delivery,1,37,Electronics,Salina,02-06-2017 15:34
6,2,49.97999954,99.95999908,Late delivery,1,40,Accessories,La Crosse,02-06-2017 11:00
3,2,18.89999962,299.9500122,Late delivery,1,17,Cleats,San Diego,11/29/2015 7:56
2,2,43.29999924,173.1999969,Shipping on time,0,3,Baseball & Softball,San Diego,11/29/2015 14:36
4,2,-7,499.9500122,Late delivery,1,9,Cardio Equipment,Albuquerque,1/19/2016 12:15
5,2,239.9799957,499.9500122,Late delivery,1,9,Cardio Equipment,Chicago,10/29/2016 14:18
3,2,-15.19999981,151.9499969,Late delivery,1,13,Electronics,Doylestown,11-03-2015 08:19
4,2,-325.4700012,464.9500122,Late delivery,1,9,Cardio Equipment,Newark,12/16/2015 18:57
2,2,-108.3300018,464.9500122,Shipping on time,0,9,Cardio Equipment,Diamond Bar,11/17/2015 13:33
3,2,64.33999634,197.9600067,Late delivery,1,13,Electronics,Doylestown,11-03-2015 08:19
2,2,147.8899994,434.9599915,Shipping on time,0,9,Cardio Equipment,Burnsville,11/29/2015 12:50
5,2,125.9899979,419.9599915,Late delivery,1,9,Cardio Equipment,Staten Island,12/15/2015 22:17
3,2,5.389999866,414.9599915,Late delivery,1,9,Cardio Equipment,Seattle,2/18/2016 15:21
4,2,41.5,414.9599915,Late delivery,1,9,Cardio Equipment,Washington,02-05-2016 22:54
6,2,168.7299957,374.9599915,Late delivery,1,9,Cardio Equipment,Arlington Heights,11-04-2015 06:24
3,2,78.88999939,299.9500122,Late delivery,1,17,Cleats,Buena Park,12/13/2015 8:16
4,2,106.6999969,293.9500122,Late delivery,1,17,Cleats,Oxnard,2/13/2016 14:50
2,2,113.4700012,290.9500122,Shipping on time,0,17,Cleats,Philadelphia,01-01-2016 17:52
3,2,72.88999939,269.9599915,Late delivery,1,17,Cleats,Washington,12/23/2015 20:31
5,2,19.79999924,263.9599915,Late delivery,1,17,Cleats,San Jose,12-07-2015 23:20
5,2,63.34999847,263.9599915,Late delivery,1,17,Cleats,Van Nuys,12/30/2015 10:52
5,2,19.5699997,260.9599915,Late delivery,1,17,Cleats,Stockton,3/28/2016 6:43
6,2,103.3000031,251.9600067,Late delivery,1,17,Cleats,Lockport,3/16/2016 2:32
5,2,123.4599991,251.9600067,Late delivery,1,17,Cleats,San Jose,12-03-2015 19:29
2,2,72.19999695,248.9600067,Shipping on time,0,17,Cleats,San Diego,11/29/2015 14:36
3,2,38.24000168,224.9600067,Late delivery,1,17,Cleats,Salem,11-10-2015 22:30
6,2,-326.6199951,197.9499969,Late delivery,1,29,Shop By Sport,Nashville,1/19/2016 14:42
6,2,85.75,245,Late delivery,1,24,Women's Apparel,Amarillo,11/30/2015 11:16
6,2,84,240,Late delivery,1,24,Women's Apparel,Vista,09-05-2016 21:23
3,2,37.16999817,118.75,Late delivery,1,26,Girls' Apparel,York,01-12-2016 16:59
2,2,40.45999908,189.9499969,Shipping on time,0,29,Shop By Sport,Orlando,12/30/2015 9:49
3,2,-141.75,236.25,Late delivery,1,24,Women's Apparel,Virginia Beach,10-12-2016 09:57
5,2,-3.019999981,232.5,Late delivery,1,24,Women's Apparel,Escondido,11/29/2015 3:23
2,2,45.49000168,181.9499969,Shipping on time,0,29,Shop By Sport,Napa,10-12-2016 09:36
5,2,-98.95999908,135,Late delivery,1,26,Girls' Apparel,San Jose,12-07-2015 23:20
5,2,47.93000031,225,Late delivery,1,24,Women's Apparel,Oakland,9/20/2016 14:53
5,2,50.09999847,173.9600067,Late delivery,1,29,Shop By Sport,Brooklyn,2/16/2016 16:46
2,2,14.06000042,187.5,Shipping on time,0,24,Women's Apparel,Hamilton,11-07-2015 22:20
6,2,28.48999977,149.9600067,Late delivery,1,29,Shop By Sport,Colton,8/29/2016 15:58
5,2,69.09999847,143.9499969,Late delivery,1,44,Hunting & Shooting,Hampton,12/15/2015 1:15
5,2,-84.80000305,130.4600067,Late delivery,1,44,Hunting & Shooting,Oakland,9/20/2016 14:53
4,2,146.9799957,299.9500122,Late delivery,1,17,Cleats,Brooklyn,08-12-2016 20:22
6,2,120,250,Late delivery,1,24,Women's Apparel,Atlanta,5/25/2016 4:11
6,2,88.19999695,245,Late delivery,1,24,Women's Apparel,Elyria,4/14/2016 1:58
6,2,104.9899979,374.9599915,Late delivery,1,9,Cardio Equipment,Fort Lauderdale,07-03-2016 17:37
6,2,78.11000061,278.9500122,Late delivery,1,17,Cleats,Brandon,4/18/2016 16:19
3,2,9.319999695,251.9600067,Late delivery,1,17,Cleats,Winnetka,5/26/2016 7:10
2,2,87.13999939,248.9600067,Shipping on time,0,17,Cleats,Las Vegas,07-10-2016 02:22
3,2,97.98000336,199.9499969,Late delivery,1,29,Shop By Sport,Winnetka,5/26/2016 7:10
5,2,63.70000076,245,Late delivery,1,24,Women's Apparel,Miami,08-06-2016 21:04
5,2,53.34999847,242.5,Late delivery,1,24,Women's Apparel,Detroit,5/28/2016 10:40
4,2,41.56000137,237.5,Late delivery,1,24,Women's Apparel,Grove City,6/23/2016 4:40
5,2,-145.5599976,181.9499969,Late delivery,1,29,Shop By Sport,Phoenix,4/21/2016 12:17
6,2,99.87999725,212.5,Late delivery,1,24,Women's Apparel,Greeley,05-02-2016 02:38
2,2,61.63000107,212.5,Shipping on time,0,24,Women's Apparel,Buffalo,8/18/2016 19:18
2,2,9.75,207.5,Shipping on time,0,24,Women's Apparel,Baytown,4/19/2016 13:42
6,2,60.93999863,187.5,Late delivery,1,24,Women's Apparel,Brandon,4/18/2016 16:19
3,2,6.059999943,121.1999969,Late delivery,1,40,Accessories,Oregon City,05-08-2016 02:59
3,4,3.569999933,50.99000168,Advance shipping,0,17,Cleats,Vallejo,10-07-2016 17:50
3,4,71.27999878,263.980011,Advance shipping,0,43,Camping & Hiking,Chicago,12/18/2016 15:17
6,4,7.199999809,23.98999977,Late delivery,1,5,Lacrosse,Carol Stream,10/24/2016 17:17
2,4,4.800000191,95.98999786,Advance shipping,0,9,Cardio Equipment,San Marcos,10/26/2016 4:40
6,4,43.70000076,94.98999786,Late delivery,1,9,Cardio Equipment,Howell,12/18/2016 19:50
4,4,32.54999924,92.98999786,Shipping on time,0,9,Cardio Equipment,Lake Forest,12/17/2016 9:51
4,4,-37.18000031,29.73999977,Shipping on time,0,11,Fitness Accessories,Bakersfield,8/26/2016 11:56
4,4,40.3199997,83.98999786,Shipping on time,0,9,Cardio Equipment,Virginia Beach,12/30/2016 2:39
3,4,18.78000069,59.99000168,Advance shipping,0,17,Cleats,Tallahassee,9/19/2016 22:25
5,4,36.40000153,129.9900055,Late delivery,1,18,Men's Footwear,Folsom,9/14/2016 22:15
4,4,47.18999863,129.9900055,Shipping on time,0,18,Men's Footwear,Henrico,12/17/2016 15:06
4,4,27.90999985,59.38999939,Shipping on time,0,17,Cleats,Ridgewood,11/15/2016 7:06
4,4,59.20000076,128.6900024,Shipping on time,0,18,Men's Footwear,Canyon Country,12-11-2016 13:43
4,4,16.45999908,58.79000092,Shipping on time,0,17,Cleats,Hayward,11/20/2016 11:28
5,4,30.5699997,127.3899994,Late delivery,1,18,Men's Footwear,Bridgeton,10/19/2016 23:04
5,4,59.86999893,127.3899994,Late delivery,1,18,Men's Footwear,Duluth,8/30/2016 16:08
3,4,6.300000191,126.0899963,Advance shipping,0,18,Men's Footwear,El Paso,11/15/2016 6:45
2,4,59.90000153,124.7900009,Advance shipping,0,18,Men's Footwear,Martinez,12-03-2016 12:19
3,4,11.22999954,124.7900009,Advance shipping,0,18,Men's Footwear,Bakersfield,10-11-2016 07:40
3,4,59.90000153,124.7900009,Advance shipping,0,18,Men's Footwear,Bowling Green,01-01-2017 01:36
6,4,-39.88999939,56.99000168,Late delivery,1,17,Cleats,North Richland Hills,10/27/2016 4:51
5,4,16.53000069,56.99000168,Late delivery,1,17,Cleats,Oxnard,11/19/2016 21:48
2,4,34.58000183,123.4899979,Advance shipping,0,18,Men's Footwear,Decatur,10/25/2016 11:09
4,4,18.43000031,122.8399963,Shipping on time,0,18,Men's Footwear,Marietta,10/20/2016 12:44
4,4,12.09000015,120.8899994,Shipping on time,0,18,Men's Footwear,Marietta,10/20/2016 12:44
4,4,-48.36000061,120.8899994,Shipping on time,0,18,Men's Footwear,Eugene,8/26/2016 22:27
2,4,19.11000061,54.59000015,Advance shipping,0,17,Cleats,Richmond,9/14/2016 1:55
2,4,34.29999924,118.2900009,Advance shipping,0,18,Men's Footwear,Michigan City,11-09-2016 15:31
5,4,35.09999847,116.9899979,Late delivery,1,18,Men's Footwear,Norfolk,12-01-2016 15:50
2,4,29.25,116.9899979,Advance shipping,0,18,Men's Footwear,Michigan City,11-09-2016 15:31
4,4,-83.84999847,114.3899994,Shipping on time,0,18,Men's Footwear,Catonsville,11/20/2016 6:13
3,4,15.65999985,52.18999863,Advance shipping,0,17,Cleats,Oceanside,11/22/2016 20:55
4,4,4.519999981,113.0899963,Shipping on time,0,18,Men's Footwear,Laredo,1/14/2017 5:15
3,4,52.02000046,113.0899963,Advance shipping,0,18,Men's Footwear,San Diego,09-10-2016 03:41
2,4,5.519999981,110.4899979,Advance shipping,0,18,Men's Footwear,North Tonawanda,11/29/2016 20:44
3,4,50.83000183,110.4899979,Advance shipping,0,18,Men's Footwear,Highland,01-06-2017 00:43
6,4,51.93000031,110.4899979,Late delivery,1,18,Men's Footwear,Arlington,01-09-2017 17:21
4,4,11.05000019,110.4899979,Shipping on time,0,18,Men's Footwear,Woodbridge,11/16/2016 21:38
3,4,4.429999828,50.38999939,Advance shipping,0,17,Cleats,Lancaster,01-09-2017 16:18
6,4,53.5,109.1900024,Late delivery,1,18,Men's Footwear,Littleton,11-11-2016 21:28
5,4,21.57999992,107.8899994,Late delivery,1,18,Men's Footwear,Paramount,01-08-2017 00:43
5,4,3.200000048,106.5899963,Late delivery,1,18,Men's Footwear,Philadelphia,12-03-2016 18:38
4,4,7.800000191,103.9899979,Shipping on time,0,18,Men's Footwear,North Bergen,01-09-2017 13:09
3,4,12.61999989,47.99000168,Advance shipping,0,17,Cleats,San Bernardino,01-12-2017 12:37
5,4,4.159999847,103.9899979,Late delivery,1,18,Men's Footwear,Miami,12/20/2016 13:32
3,4,4.159999847,103.9899979,Advance shipping,0,18,Men's Footwear,Salem,9/19/2016 8:24
6,4,-9,44.99000168,Late delivery,1,17,Cleats,Dallas,09-04-2016 01:35
4,4,-71.45999908,97.48999786,Shipping on time,0,18,Men's Footwear,Henrico,12/17/2016 15:06
3,4,46.79999924,97.48999786,Advance shipping,0,18,Men's Footwear,Phoenix,01-02-2017 23:08
4,4,18.61000061,39.59000015,Shipping on time,0,29,Shop By Sport,Woodbridge,11/16/2016 21:38
2,4,2.279999971,48.5,Advance shipping,0,24,Women's Apparel,Richmond,9/14/2016 1:55
5,4,-58.18999863,38.79000092,Late delivery,1,29,Shop By Sport,Martinez,12-02-2016 04:05
5,4,10.47000027,38.79000092,Late delivery,1,29,Shop By Sport,Duluth,8/30/2016 16:08
5,4,17.65999985,38.38999939,Late delivery,1,29,Shop By Sport,Norfolk,12-01-2016 15:50
5,4,19.68000031,48,Late delivery,1,24,Women's Apparel,Bronx,01-01-2017 19:49
4,4,17.37999916,37.79000092,Shipping on time,0,29,Shop By Sport,Kent,11/29/2016 19:41
4,4,10.55000019,36.38999939,Shipping on time,0,29,Shop By Sport,Ridgewood,11/15/2016 7:06
6,4,-93.58000183,35.99000168,Late delivery,1,29,Shop By Sport,Cincinnati,12-07-2016 05:19
2,4,-0.550000012,42,Advance shipping,0,24,Women's Apparel,Endicott,11-05-2016 01:09
4,4,9.739999771,33.59000015,Shipping on time,0,29,Shop By Sport,Catonsville,11/20/2016 6:13
4,4,16.0699997,32.79000092,Shipping on time,0,29,Shop By Sport,Canyon Country,12-11-2016 13:43
3,4,19.68000031,41,Advance shipping,0,24,Women's Apparel,Salem,9/19/2016 8:24
3,4,6.929999828,24.73999977,Advance shipping,0,40,Accessories,Las Vegas,10/29/2016 1:20
3,4,-7.610000134,20.73999977,Advance shipping,0,40,Accessories,Oxnard,11-06-2016 17:47
6,4,119.9899979,299.980011,Late delivery,1,43,Camping & Hiking,Roswell,10-12-2016 19:45
5,4,145.5200043,296.980011,Late delivery,1,43,Camping & Hiking,Paramount,01-08-2017 00:43
2,4,64.68000031,293.980011,Advance shipping,0,43,Camping & Hiking,San Marcos,10/26/2016 4:40
5,4,-470.3699951,293.980011,Late delivery,1,43,Camping & Hiking,Arlington Heights,10/31/2016 1:20
6,4,135.2299957,293.980011,Late delivery,1,43,Camping & Hiking,Aurora,10-05-2016 14:20
4,4,98.34999847,290.980011,Shipping on time,0,43,Camping & Hiking,Douglasville,09-06-2016 12:27
2,4,75.65000153,290.980011,Advance shipping,0,43,Camping & Hiking,San Marcos,10/26/2016 4:40
5,4,-441.7200012,284.980011,Late delivery,1,43,Camping & Hiking,Eugene,1/14/2017 2:06
5,4,-67.47000122,283.480011,Late delivery,1,43,Camping & Hiking,Martinez,12-02-2016 04:05
5,4,97.63999939,278.980011,Late delivery,1,43,Camping & Hiking,Cleveland,11-04-2016 08:41
2,4,108.2300034,263.980011,Advance shipping,0,43,Camping & Hiking,Oxnard,10/30/2016 8:31
2,4,75.68000031,260.980011,Advance shipping,0,43,Camping & Hiking,Richmond,9/14/2016 1:55
2,4,78.29000092,260.980011,Advance shipping,0,43,Camping & Hiking,Oxnard,10/30/2016 8:31
6,4,109.6100006,260.980011,Late delivery,1,43,Camping & Hiking,Goleta,09-02-2016 14:33
6,4,91.33999634,260.980011,Late delivery,1,43,Camping & Hiking,Huntington Station,09-08-2016 17:42
3,4,88.20999908,260.980011,Advance shipping,0,43,Camping & Hiking,Salem,9/19/2016 8:24
4,4,117.2900009,254.9799957,Shipping on time,0,43,Camping & Hiking,Richardson,09-11-2016 04:33
3,4,110.8700027,251.9799957,Advance shipping,0,43,Camping & Hiking,Eugene,12-01-2016 13:23
